CustomerID,Frequency,MonetaryValue,UnitPrice,Quantity,Recency,RecencyScore,FrequencyScore,MonetaryScore,RFM_Score,Value Segment,RFM Customer Segments
12409,109,11072.67,3.574495412844037,50.92660550458716,182,3,1,1,5,Mid-Value,Average
12410,25,533.33,4.9888,8.28,308,1,1,1,3,Low-Value,Gone
12412,58,1142.88,1.9748275862068967,14.206896551724139,168,3,1,1,5,Mid-Value,Average
12413,36,686.1,4.065,7.833333333333333,336,1,1,1,3,Low-Value,Gone
12414,15,442.41,2.284,19.8,309,1,1,1,3,Low-Value,Gone
12415,715,124564.53,2.443468531468531,108.62797202797202,337,1,1,3,5,Mid-Value,Average
12417,183,3226.1,4.775300546448087,8.344262295081966,357,1,1,1,3,Low-Value,Gone
12418,34,668.58,3.5644117647058824,11.970588235294118,112,4,1,1,6,High-Value,Loyal Customers
12420,29,600.39,4.707241379310345,11.89655172413793,63,5,1,1,7,High-Value,Loyal Customers
12421,41,639.04,2.229512195121951,11.658536585365853,318,1,1,1,3,Low-Value,Gone
12422,38,683.5600000000001,2.293421052631579,9.657894736842104,324,1,1,1,3,Low-Value,Gone
12423,117,1634.31,2.087179487179487,11.316239316239317,353,1,1,1,3,Low-Value,Gone
12424,30,1760.96,2.780666666666667,24.666666666666668,162,3,1,1,5,Mid-Value,Average
12425,36,777.2,2.5644444444444447,13.777777777777779,77,4,1,1,6,High-Value,Loyal Customers
12426,29,510.73,3.451379310344828,8.758620689655173,194,3,1,1,5,Mid-Value,Average
12427,28,699.8,3.152142857142857,18.785714285714285,371,1,1,1,3,Low-Value,Gone
12428,288,6956.46,3.890486111111111,12.190972222222221,283,2,1,1,4,Low-Value,At Risk
12429,94,3388.4,3.065744680851064,16.361702127659573,365,1,1,1,3,Low-Value,Gone
12430,10,216.4,2.848,11.6,42,5,1,1,7,High-Value,Loyal Customers
12431,234,6382.45,3.673034188034188,12.44017094017094,373,1,1,1,3,Low-Value,Gone
12432,107,4359.32,4.107383177570093,16.822429906542055,171,3,1,1,5,Mid-Value,Average
12433,420,13375.87,2.1927380952380955,26.35952380952381,372,1,1,1,3,Low-Value,Gone
12434,50,806.14,3.6726,7.88,259,2,1,1,4,Low-Value,At Risk
12435,36,7829.89,5.479166666666667,57.083333333333336,267,2,1,1,4,Low-Value,At Risk
12436,15,429.01000000000005,2.952,13.933333333333334,99,4,1,1,6,High-Value,Loyal Customers
12437,185,4447.41,2.8567567567567567,15.64864864864865,330,1,1,1,3,Low-Value,Gone
12438,96,2466.85,3.142708333333333,12.177083333333334,139,4,1,1,6,High-Value,Loyal Customers
12441,10,155.55,2.271,12.0,366,1,1,1,3,Low-Value,Gone
12442,11,144.06,1.0981818181818181,16.454545454545453,2,5,1,1,7,High-Value,Loyal Customers
12444,173,4085.46,5.544104046242775,6.543352601156069,170,3,1,1,5,Mid-Value,Average
12445,3,77.4,1.3166666666666667,20.0,21,5,1,1,7,High-Value,Loyal Customers
12446,58,1002.3100000000001,4.277586206896552,6.068965517241379,57,5,1,1,7,High-Value,Loyal Customers
12447,25,431.49,3.1172000000000004,7.48,242,2,1,1,4,Low-Value,At Risk
12448,21,365.45,4.9019047619047615,11.428571428571429,43,5,1,1,7,High-Value,Loyal Customers
12449,187,3596.29,3.4368449197860964,8.144385026737968,186,3,1,1,5,Mid-Value,Average
12450,8,197.88,1.6175,16.0,172,3,1,1,5,Mid-Value,Average
12451,353,8995.52,2.3437110481586405,18.623229461756374,324,1,1,1,3,Low-Value,Gone
12452,20,348.57,2.8835,9.05,16,5,1,1,7,High-Value,Loyal Customers
12453,43,707.09,2.393255813953488,11.0,133,4,1,1,6,High-Value,Loyal Customers
12454,15,3528.34,7.281999999999999,67.06666666666666,55,5,1,1,7,High-Value,Loyal Customers
12455,85,2339.86,1.8658823529411763,24.51764705882353,296,2,1,1,4,Low-Value,At Risk
12456,122,2581.04,2.7300819672131147,13.262295081967213,254,2,1,1,4,Low-Value,At Risk
12457,60,2043.23,3.5356666666666663,13.933333333333334,238,2,1,1,4,Low-Value,At Risk
12458,36,787.4,2.3444444444444446,13.944444444444445,284,2,1,1,4,Low-Value,At Risk
12461,34,626.88,3.2076470588235293,8.294117647058824,154,3,1,1,5,Mid-Value,Average
12462,60,937.59,3.9125,8.783333333333333,302,1,1,1,3,Low-Value,Gone
12463,79,1200.78,2.2862025316455696,9.721518987341772,241,2,1,1,4,Low-Value,At Risk
12464,22,957.05,10.825000000000001,4.318181818181818,308,1,1,1,3,Low-Value,Gone
12465,45,682.1899999999999,2.216,10.555555555555555,168,3,1,1,5,Mid-Value,Average
12468,36,657.5400000000001,2.710277777777778,10.055555555555555,315,1,1,1,3,Low-Value,Gone
12471,440,17454.05,2.668568181818182,18.420454545454547,364,1,1,1,3,Low-Value,Gone
12472,332,6068.11,2.0687048192771083,12.409638554216867,368,1,1,1,3,Low-Value,Gone
12473,165,3650.5499999999997,8.148,14.684848484848485,191,3,1,1,5,Mid-Value,Average
12474,408,6745.79,2.272156862745098,11.794117647058824,329,1,1,1,3,Low-Value,Gone
12475,35,669.38,2.5108571428571427,15.2,53,5,1,1,7,High-Value,Loyal Customers
12476,224,5898.42,4.3019196428571425,10.522321428571429,360,1,1,1,3,Low-Value,Gone
12477,300,13219.74,4.3832,12.176666666666666,301,1,1,1,3,Low-Value,Gone
12478,35,545.99,3.3817142857142857,6.6571428571428575,3,5,1,1,7,High-Value,Loyal Customers
12479,30,473.2,2.1576666666666666,12.733333333333333,10,5,1,1,7,High-Value,Loyal Customers
12480,150,2885.63,2.738,11.233333333333333,335,1,1,1,3,Low-Value,Gone
12481,209,5020.32,2.856698564593301,15.655502392344498,365,1,1,1,3,Low-Value,Gone
12483,68,1910.98,2.2626470588235295,16.08823529411765,338,1,1,1,3,Low-Value,Gone
12484,342,3953.72,2.835175438596491,6.345029239766082,335,1,1,1,3,Low-Value,Gone
12488,54,1244.66,3.4705555555555554,9.74074074074074,75,4,1,1,6,High-Value,Loyal Customers
12489,14,298.93,5.0442857142857145,7.357142857142857,335,1,1,1,3,Low-Value,Gone
12490,235,4859.93,2.0414893617021277,12.906382978723403,329,1,1,1,3,Low-Value,Gone
12491,25,424.40000000000003,2.792,10.32,38,5,1,1,7,High-Value,Loyal Customers
12492,18,227.21,1.7194444444444443,10.555555555555555,104,4,1,1,6,High-Value,Loyal Customers
12493,21,415.74,3.657142857142857,9.80952380952381,196,3,1,1,5,Mid-Value,Average
12494,71,1084.1000000000001,2.6674647887323943,9.830985915492958,365,1,1,1,3,Low-Value,Gone
12497,13,953.1,0.8338461538461538,94.6923076923077,81,4,1,1,6,High-Value,Loyal Customers
12498,21,349.70000000000005,2.8833333333333337,7.428571428571429,57,5,1,1,7,High-Value,Loyal Customers
12500,52,4059.8199999999997,3.4971153846153844,51.28846153846154,333,1,1,1,3,Low-Value,Gone
12501,148,2025.39,2.307364864864865,11.993243243243244,336,1,1,1,3,Low-Value,Gone
12502,142,2995.87,5.66556338028169,5.591549295774648,309,1,1,1,3,Low-Value,Gone
12504,8,428.04999999999995,7.887499999999999,10.875,29,5,1,1,7,High-Value,Loyal Customers
12506,23,73.5,3.1956521739130435,1.0,232,2,1,1,4,Low-Value,At Risk
12507,20,1052.81,2.306,44.8,298,2,1,1,4,Low-Value,At Risk
12508,69,398.27,1.7204347826086959,3.9420289855072466,28,5,1,1,7,High-Value,Loyal Customers
12509,6,158.5,3.491666666666667,9.0,283,2,1,1,4,Low-Value,At Risk
12510,31,814.5699999999999,2.7319354838709677,11.193548387096774,324,1,1,1,3,Low-Value,Gone
12512,34,138.03,2.5794117647058825,2.911764705882353,65,5,1,1,7,High-Value,Loyal Customers
12513,34,558.29,1.7152941176470589,13.5,112,4,1,1,6,High-Value,Loyal Customers
12514,51,1017.68,3.296862745098039,8.627450980392156,266,2,1,1,4,Low-Value,At Risk
12515,15,278.7,4.9,8.533333333333333,352,1,1,1,3,Low-Value,Gone
12516,24,1186.06,1.4529166666666669,36.166666666666664,180,3,1,1,5,Mid-Value,Average
12517,281,2322.84,2.1856939501779356,4.843416370106762,189,3,1,1,5,Mid-Value,Average
12518,119,1840.89,2.2000840336134453,10.974789915966387,109,4,1,1,6,High-Value,Loyal Customers
12519,17,286.84,2.108235294117647,10.588235294117647,63,5,1,1,7,High-Value,Loyal Customers
12520,147,2346.26,2.7880272108843536,9.680272108843537,273,2,1,1,4,Low-Value,At Risk
12521,37,545.68,2.5902702702702705,8.27027027027027,142,4,1,1,6,High-Value,Loyal Customers
12522,10,156.72,2.4010000000000002,19.2,50,5,1,1,7,High-Value,Loyal Customers
12523,102,1699.77,4.423137254901961,8.431372549019608,331,1,1,1,3,Low-Value,Gone
12524,136,3945.72,2.0298529411764705,26.977941176470587,333,1,1,1,3,Low-Value,Gone
12526,68,1172.66,2.7076470588235293,9.176470588235293,93,4,1,1,6,High-Value,Loyal Customers
12527,17,330.71000000000004,2.0429411764705883,13.705882352941176,325,1,1,1,3,Low-Value,Gone
12528,86,1645.48,4.615,8.604651162790697,312,1,1,1,3,Low-Value,Gone
12530,62,1500.28,2.974838709677419,14.580645161290322,336,1,1,1,3,Low-Value,Gone
12531,17,125.22,3.8094117647058825,2.6470588235294117,14,5,1,1,7,High-Value,Loyal Customers
12532,15,313.83,2.744666666666667,10.066666666666666,29,5,1,1,7,High-Value,Loyal Customers
12534,62,981.18,2.794032258064516,10.403225806451612,130,4,1,1,6,High-Value,Loyal Customers
12535,34,716.35,4.451470588235294,6.4411764705882355,186,3,1,1,5,Mid-Value,Average
12536,261,12601.830000000002,34.75452107279693,10.739463601532567,58,5,1,1,7,High-Value,Loyal Customers
12538,21,363.95,3.6433333333333335,9.095238095238095,28,5,1,1,7,High-Value,Loyal Customers
12539,273,5568.35,4.176520146520147,7.571428571428571,333,1,1,1,3,Low-Value,Gone
12540,461,11580.24,2.9563774403470715,14.36008676789588,361,1,1,1,3,Low-Value,Gone
12541,49,841.18,2.1228571428571428,13.775510204081632,280,2,1,1,4,Low-Value,At Risk
12544,18,316.7,2.778888888888889,7.444444444444445,35,5,1,1,7,High-Value,Loyal Customers
12545,48,832.39,3.0247916666666668,10.770833333333334,259,2,1,1,4,Low-Value,At Risk
12546,67,1021.5,2.458955223880597,9.373134328358208,77,4,1,1,6,High-Value,Loyal Customers
12547,6,151.79999999999998,1.2666666666666666,22.0,280,2,1,1,4,Low-Value,At Risk
12548,4,67.19999999999999,1.4,12.0,165,3,1,1,5,Mid-Value,Average
12550,56,824.8299999999999,2.6455357142857143,10.071428571428571,78,4,1,1,6,High-Value,Loyal Customers
12551,10,168.0,1.6800000000000002,10.0,357,1,1,1,3,Low-Value,Gone
12552,19,317.82,7.49,4.473684210526316,39,5,1,1,7,High-Value,Loyal Customers
12553,182,3278.28,2.4677472527472526,10.67032967032967,329,1,1,1,3,Low-Value,Gone
12556,121,603.71,2.6623140495867768,2.958677685950413,150,3,1,1,5,Mid-Value,Average
12557,33,11990.960000000001,2.1766666666666667,132.84848484848484,371,1,1,1,3,Low-Value,Gone
12558,11,269.96,1.25,17.818181818181817,7,5,1,1,7,High-Value,Loyal Customers
12559,20,525.71,2.8265000000000002,14.05,319,1,1,1,3,Low-Value,Gone
12560,103,1918.01,2.5622330097087382,10.660194174757281,142,4,1,1,6,High-Value,Loyal Customers
12561,16,238.85,2.964375,11.0625,302,1,1,1,3,Low-Value,Gone
12562,161,3385.7400000000002,2.544223602484472,10.91304347826087,198,3,1,1,5,Mid-Value,Average
12564,20,402.9,4.955,6.5,260,2,1,1,4,Low-Value,At Risk
12565,9,145.92,2.351111111111111,8.88888888888889,288,2,1,1,4,Low-Value,At Risk
12566,18,297.65,3.1205555555555557,14.555555555555555,85,4,1,1,6,High-Value,Loyal Customers
12567,438,8609.28,3.141963470319635,9.728310502283104,369,1,1,1,3,Low-Value,Gone
12569,157,3152.69,2.9535031847133757,11.127388535031848,251,2,1,1,4,Low-Value,At Risk
12571,34,519.61,1.3205882352941176,15.382352941176471,121,4,1,1,6,High-Value,Loyal Customers
12572,58,912.42,3.752931034482759,7.689655172413793,51,5,1,1,7,High-Value,Loyal Customers
12573,28,160.54000000000002,2.0964285714285715,3.0,226,2,1,1,4,Low-Value,At Risk
12574,10,182.45000000000002,3.9200000000000004,5.9,315,1,1,1,3,Low-Value,Gone
12576,88,1315.83,2.4045454545454543,10.988636363636363,304,1,1,1,3,Low-Value,Gone
12577,147,657.8,1.7950340136054421,3.2108843537414966,358,1,1,1,3,Low-Value,Gone
12578,112,2402.51,2.713392857142857,10.553571428571429,329,1,1,1,3,Low-Value,Gone
12579,28,386.42,2.815,10.071428571428571,77,4,1,1,6,High-Value,Loyal Customers
12580,23,379.7,1.9382608695652173,10.26086956521739,246,2,1,1,4,Low-Value,At Risk
12581,14,179.71,1.8135714285714286,11.428571428571429,39,5,1,1,7,High-Value,Loyal Customers
12582,20,351.36,1.7550000000000001,14.8,288,2,1,1,4,Low-Value,At Risk
12583,232,6705.38,2.1404741379310344,21.67241379310345,373,1,1,1,3,Low-Value,Gone
12584,95,2254.15,7.268421052631579,4.347368421052631,279,2,1,1,4,Low-Value,At Risk
12585,85,1824.1,3.1218823529411766,14.905882352941177,350,1,1,1,3,Low-Value,Gone
12586,11,196.94,4.190909090909091,7.181818181818182,16,5,1,1,7,High-Value,Loyal Customers
12587,3,104.0,2.08,16.666666666666668,7,5,1,1,7,High-Value,Loyal Customers
12588,9,174.89999999999998,6.199999999999999,5.777777777777778,38,5,1,1,7,High-Value,Loyal Customers
12589,33,574.68,3.6848484848484846,9.151515151515152,144,4,1,1,6,High-Value,Loyal Customers
12590,67,9341.26,2.8988059701492537,63.91044776119403,210,3,1,1,5,Mid-Value,Average
12591,25,368.84999999999997,2.812,9.0,316,1,1,1,3,Low-Value,Gone
12592,16,401.6,1.4749999999999999,18.0,212,3,1,1,5,Mid-Value,Average
12593,20,382.09999999999997,1.8849999999999998,10.2,218,3,1,1,5,Mid-Value,Average
12594,114,3208.2200000000003,2.2344736842105264,15.543859649122806,322,1,1,1,3,Low-Value,Gone
12596,25,450.27,2.5180000000000002,18.72,241,2,1,1,4,Low-Value,At Risk
12597,202,3195.22,3.4656930693069308,10.96039603960396,267,2,1,1,4,Low-Value,At Risk
12598,127,2807.08,2.2458267716535434,15.37007874015748,284,2,1,1,4,Low-Value,At Risk
12599,55,888.58,1.0867272727272728,17.236363636363638,303,1,1,1,3,Low-Value,Gone
12600,54,2311.04,3.154074074074074,14.037037037037036,370,1,1,1,3,Low-Value,Gone
12601,23,487.06,4.013478260869565,10.434782608695652,332,1,1,1,3,Low-Value,Gone
12602,12,153.12,1.9708333333333332,13.5,58,5,1,1,7,High-Value,Loyal Customers
12603,2,613.1999999999999,5.475,28.5,21,5,1,1,7,High-Value,Loyal Customers
12604,15,236.18,1.564,13.333333333333334,261,2,1,1,4,Low-Value,At Risk
12607,101,1579.51,2.1577227722772276,12.158415841584159,59,5,1,1,7,High-Value,Loyal Customers
12609,57,964.85,2.755614035087719,11.210526315789474,317,1,1,1,3,Low-Value,Gone
12610,102,1747.54,3.7707843137254904,10.186274509803921,125,4,1,1,6,High-Value,Loyal Customers
12611,65,1193.32,2.675076923076923,13.015384615384615,51,5,1,1,7,High-Value,Loyal Customers
12612,18,668.0400000000001,3.6855555555555557,14.444444444444445,73,5,1,1,7,High-Value,Loyal Customers
12613,149,3092.38,2.466510067114094,10.939597315436242,261,2,1,1,4,Low-Value,At Risk
12614,20,315.6,5.61,3.8,277,2,1,1,4,Low-Value,At Risk
12615,101,2093.19,2.499108910891089,13.514851485148515,167,3,1,1,5,Mid-Value,Average
12616,30,641.3,2.875,9.333333333333334,296,2,1,1,4,Low-Value,At Risk
12617,42,355.53,1.9030952380952382,5.071428571428571,28,5,1,1,7,High-Value,Loyal Customers
12618,10,137.31,3.3020000000000005,9.5,21,5,1,1,7,High-Value,Loyal Customers
12619,83,3335.24,6.133614457831325,40.493975903614455,252,2,1,1,4,Low-Value,At Risk
12620,91,1303.41,1.9736263736263735,12.956043956043956,204,3,1,1,5,Mid-Value,Average
12621,449,12411.67,2.2866369710467707,16.412026726057906,365,1,1,1,3,Low-Value,Gone
12622,10,162.1,4.513,6.8,231,2,1,1,4,Low-Value,At Risk
12623,17,269.1,1.724705882352941,11.117647058823529,275,2,1,1,4,Low-Value,At Risk
12624,36,569.13,3.087222222222222,9.75,177,3,1,1,5,Mid-Value,Average
12625,84,2413.82,1.7945238095238096,19.011904761904763,318,1,1,1,3,Low-Value,Gone
12626,285,5954.4800000000005,2.341719298245614,11.985964912280702,326,1,1,1,3,Low-Value,Gone
12627,224,4082.53,2.534464285714286,12.1875,139,4,1,1,6,High-Value,Loyal Customers
12628,38,732.46,2.4536842105263155,11.710526315789474,64,5,1,1,7,High-Value,Loyal Customers
12630,62,1030.88,3.3408064516129032,8.741935483870968,43,5,1,1,7,High-Value,Loyal Customers
12631,30,480.5,3.355,7.733333333333333,56,5,1,1,7,High-Value,Loyal Customers
12633,97,1929.98,2.6015463917525774,11.845360824742269,287,2,1,1,4,Low-Value,At Risk
12635,99,1509.18,2.2093939393939395,11.737373737373737,154,3,1,1,5,Mid-Value,Average
12637,387,5823.9,2.5393798449612404,7.728682170542636,323,1,1,1,3,Low-Value,Gone
12638,38,511.69,1.5747368421052632,15.078947368421053,32,5,1,1,7,High-Value,Loyal Customers
12639,21,366.1,3.2476190476190476,9.428571428571429,238,2,1,1,4,Low-Value,At Risk
12640,50,994.58,4.98,6.02,81,4,1,1,6,High-Value,Loyal Customers
12641,9,145.9,3.2944444444444443,7.888888888888889,114,4,1,1,6,High-Value,Loyal Customers
12642,44,905.26,2.6081818181818184,12.409090909090908,107,4,1,1,6,High-Value,Loyal Customers
12643,18,3041.64,1.9172222222222222,99.33333333333333,332,1,1,1,3,Low-Value,Gone
12644,31,477.91,2.8045161290322578,10.483870967741936,129,4,1,1,6,High-Value,Loyal Customers
12645,69,1631.18,1.7189855072463769,15.594202898550725,315,1,1,1,3,Low-Value,Gone
12646,45,1346.97,2.387111111111111,19.933333333333334,48,5,1,1,7,High-Value,Loyal Customers
12647,110,3146.82,4.085090909090909,12.727272727272727,368,1,1,1,3,Low-Value,Gone
12648,20,300.05,2.431,7.95,154,3,1,1,5,Mid-Value,Average
12649,29,569.51,1.6417241379310346,20.103448275862068,211,3,1,1,5,Mid-Value,Average
12650,19,242.44000000000003,1.0889473684210527,13.157894736842104,2,5,1,1,7,High-Value,Loyal Customers
12651,9,114.0,2.2444444444444445,8.666666666666666,334,1,1,1,3,Low-Value,Gone
12652,47,793.98,2.575957446808511,10.595744680851064,330,1,1,1,3,Low-Value,Gone
12653,43,2209.85,2.5909302325581396,21.372093023255815,296,2,1,1,4,Low-Value,At Risk
12654,34,529.98,2.8229411764705885,7.647058823529412,294,2,1,1,4,Low-Value,At Risk
12656,121,3619.17,3.889504132231405,14.041322314049587,233,2,1,1,4,Low-Value,At Risk
12657,44,1427.18,4.16159090909091,23.454545454545453,78,4,1,1,6,High-Value,Loyal Customers
12658,35,632.05,3.717714285714286,9.057142857142857,18,5,1,1,7,High-Value,Loyal Customers
12659,4,73.68,2.1350000000000002,26.0,29,5,1,1,7,High-Value,Loyal Customers
12660,12,227.1,2.6875,10.5,10,5,1,1,7,High-Value,Loyal Customers
12662,220,3543.78,2.5340454545454545,9.277272727272727,372,1,1,1,3,Low-Value,Gone
12664,28,4391.88,3.362142857142857,42.42857142857143,322,1,1,1,3,Low-Value,Gone
12665,2,45.0,1.25,18.0,324,1,1,1,3,Low-Value,Gone
12667,32,460.13,2.4875,12.21875,57,5,1,1,7,High-Value,Loyal Customers
12668,157,3177.15,3.0880254777070064,10.184713375796179,355,1,1,1,3,Low-Value,Gone
12669,99,2564.0299999999997,13.655353535353536,11.16161616161616,256,2,1,1,4,Low-Value,At Risk
12670,87,2744.05,2.3873563218390803,15.89655172413793,232,2,1,1,4,Low-Value,At Risk
12672,10,225.9,3.79,7.8,329,1,1,1,3,Low-Value,Gone
12673,41,574.52,2.5607317073170734,8.512195121951219,326,1,1,1,3,Low-Value,Gone
12674,79,1844.6,2.482784810126582,14.253164556962025,207,3,1,1,5,Mid-Value,Average
12676,39,1091.39,1.9556410256410255,17.025641025641026,310,1,1,1,3,Low-Value,Gone
12678,157,16481.46,2.8058598726114647,69.43312101910828,353,1,1,1,3,Low-Value,Gone
12679,44,951.02,2.731818181818182,12.386363636363637,283,2,1,1,4,Low-Value,At Risk
12680,49,790.81,2.758571428571429,8.959183673469388,112,4,1,1,6,High-Value,Loyal Customers
12681,616,12365.54,2.6226623376623377,12.105519480519481,367,1,1,1,3,Low-Value,Gone
12682,496,11028.22,2.9169959677419355,11.098790322580646,370,1,1,1,3,Low-Value,Gone
12683,331,7612.57,2.173383685800604,14.906344410876132,365,1,1,1,3,Low-Value,Gone
12684,99,2103.63,1.5987878787878789,19.949494949494948,212,3,1,1,5,Mid-Value,Average
12685,151,2575.08,2.4778145695364238,9.980132450331126,93,4,1,1,6,High-Value,Loyal Customers
12686,6,71.14,0.8016666666666666,17.666666666666668,371,1,1,1,3,Low-Value,Gone
12688,171,4873.81,4.124736842105263,17.707602339181285,113,4,1,1,6,High-Value,Loyal Customers
12689,70,1139.61,2.419142857142857,8.885714285714286,127,4,1,1,6,High-Value,Loyal Customers
12690,15,335.01,4.695333333333334,6.866666666666666,205,3,1,1,5,Mid-Value,Average
12691,27,927.8,2.6351851851851853,14.37037037037037,356,1,1,1,3,Low-Value,Gone
12693,35,711.91,4.0048571428571424,7.057142857142857,318,1,1,1,3,Low-Value,Gone
12694,35,761.67,3.096,14.371428571428572,182,3,1,1,5,Mid-Value,Average
12695,27,582.1,4.785555555555556,8.148148148148149,209,3,1,1,5,Mid-Value,Average
12697,38,757.59,2.266578947368421,13.236842105263158,168,3,1,1,5,Mid-Value,Average
12700,264,4525.99,2.3868560606060605,11.151515151515152,214,3,1,1,5,Mid-Value,Average
12701,51,725.71,2.5060784313725493,13.215686274509803,241,2,1,1,4,Low-Value,At Risk
12702,11,201.0,4.300000000000001,4.7272727272727275,19,5,1,1,7,High-Value,Loyal Customers
12703,20,265.55,1.8699999999999999,8.15,70,5,1,1,7,High-Value,Loyal Customers
12704,81,1740.84,3.5271604938271603,12.234567901234568,169,3,1,1,5,Mid-Value,Average
12705,328,6382.29,2.5840853658536584,12.103658536585366,356,1,1,1,3,Low-Value,Gone
12707,33,603.4200000000001,3.236666666666667,7.757575757575758,291,2,1,1,4,Low-Value,At Risk
12708,147,2442.91,3.385578231292517,8.789115646258503,368,1,1,1,3,Low-Value,Gone
12709,203,9430.52,2.9626108374384237,19.305418719211822,366,1,1,1,3,Low-Value,Gone
12710,74,1023.02,2.098918918918919,11.405405405405405,200,3,1,1,5,Mid-Value,Average
12712,120,3928.13,5.121083333333333,8.633333333333333,370,1,1,1,3,Low-Value,Gone
12713,37,794.55,2.0845945945945945,13.64864864864865,0,5,1,1,7,High-Value,Loyal Customers
12714,254,4294.86,2.0846456692913384,11.992125984251969,294,2,1,1,4,Low-Value,At Risk
